City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,port elizabeth,-33.918,25.5701,18.16,72,0,2.57,ZA,1692519091
83,chapaev,50.2,51.1667,33.2,28,7,3.99,KZ,1692519378
84,hithadhoo,-0.6,73.0833,27.95,76,100,3.23,MV,1692519378
85,nizhneudinsk,54.9076,99.0276,18.96,43,100,2.82,RU,1692519378
86,pisco,-13.7,-76.2167,15.01,82,6,1.54,PE,1692519279
87,tolanaro,-25.0319,46.9987,23.09,64,3,2.78,MG,1692519378
88,jamestown,42.097,-79.2353,17.62,98,0,2.06,US,1692519168
89,arraial do cabo,-22.9661,-42.0278,20.86,92,9,2.88,BR,1692519337
90,college,64.8569,-147.8028,11.15,85,100,1.54,US,1692519379
91,wailua homesteads,22.0669,-159.378,26.44,86,40,6.17,US,1692519379
92,albany,42.6001,-73.9662,14.34,91,1,0.89,US,1692519379
93,dongola,19.1667,30.4833,40.47,12,47,6.02,SD,1692519379
94,hastings,50.8552,0.5729,21.1,28,0,4.06,GB,1692519379
95,grand falls-windsor,48.9332,-55.6649,17.5,95,100,2.2,CA,1692519380
96,invercargill,-46.4,168.35,8.34,89,99,2.68,NZ,1692519377
97,nurota,40.5614,65.6886,36.76,10,0,4.6,UZ,1692519380
98,guerrero negro,27.9769,-114.0611,26.4,73,100,24.47,MX,1692519380
99,vorgashor,67.5833,63.95,9.36,73,98,4.99,RU,1692519380
100,nago,26.5881,127.9761,31.92,81,99,3.47,JP,1692519380
101,afaahiti,-17.75,-149.2833,23.93,77,31,4.97,PF,1692519381
102,polygyros,40.3744,23.4383,30.73,39,1,0.78,GR,1692519381
103,kozhikode,11.25,75.7667,29.65,66,12,5.29,IN,1692519381
104,punta del este,-34.9667,-54.95,10.49,80,100,9.83,UY,1692519381
105,talara,-4.5772,-81.2719,20.39,82,100,6.34,PE,1692519381
106,anadyr,64.75,177.4833,10.0,76,0,3.58,RU,1692519382
107,olonkinbyen,70.9221,-8.7187,6.54,91,100,5.03,SJ,1692519382
108,ust-tsilma,65.441,52.1498,10.35,65,100,5.06,RU,1692519382
109,st. john's,47.5649,-52.7093,17.6,97,100,1.79,CA,1692519083
110,greytown,-29.0642,30.5928,20.83,26,0,1.86,ZA,1692519382
111,enewetak,11.3474,162.3373,29.17,75,76,5.39,MH,1692519382
112,dryden,49.7833,-92.7503,15.16,82,75,3.09,CA,1692519383
113,zarghun shahr,32.8473,68.4457,29.06,14,0,2.76,AF,1692519383
114,bitam,2.076,11.5007,22.24,88,100,0.73,GA,1692519383
115,san antonio de pale,-1.4014,5.6325,23.56,78,100,5.03,GQ,1692519383
116,talnakh,69.4865,88.3972,18.45,86,100,3.01,RU,1692519383
117,flying fish cove,-10.4217,105.6791,25.82,83,100,5.66,CX,1692519384
118,kalmunai,7.4167,81.8167,32.54,51,1,6.59,LK,1692519384
119,utrik,11.2278,169.8474,28.54,78,36,6.91,MH,1692519384
120,fort bragg,35.139,-79.006,21.75,88,0,0.45,US,1692519384
121,lagonoy,13.7342,123.5207,29.69,78,51,0.87,PH,1692519384
122,west island,-12.1568,96.8225,26.99,74,40,5.66,CC,1692519384
123,miyaly,48.8844,53.7836,34.68,21,3,5.71,KZ,1692519385
124,chonchi,-42.6128,-73.8092,7.84,100,90,1.14,CL,1692519385
125,monticello,45.3055,-93.7941,23.88,74,100,4.12,US,1692519385
126,nishinoomote,30.7333,131.0,29.31,89,20,2.06,JP,1692519385
127,severnoye,56.3491,78.3619,12.14,94,100,5.57,RU,1692519385
128,soio,-6.1349,12.3689,22.53,82,100,1.92,AO,1692519385
129,mount pearl,47.5166,-52.7813,17.14,98,100,7.72,CA,1692519386
130,north platte,41.1239,-100.7654,22.29,82,20,7.15,US,1692519386
131,margaret river,-33.95,115.0667,15.41,76,90,7.29,AU,1692519386
132,mount isa,-20.7333,139.5,24.87,18,0,3.6,AU,1692519386
133,ridgecrest,35.6225,-117.6709,24.92,60,100,4.12,US,1692519386
134,tralee,52.2704,-9.7026,17.14,77,40,7.2,IE,1692519387
135,massawa,15.6097,39.45,39.27,37,67,4.06,ER,1692519387
136,sarangani,5.4033,125.4636,28.27,70,97,2.66,PH,1692519387
137,santa elena,-2.2333,-80.85,22.81,83,100,5.23,EC,1692519333
138,fale old settlement,-9.3852,-171.2468,28.3,78,21,8.08,TK,1692519387
139,naze,28.3667,129.4833,27.51,79,77,4.27,JP,1692519387
140,igrim,63.1906,64.4162,15.02,54,100,5.34,RU,1692519388
141,brookings,44.3114,-96.7984,18.03,71,0,3.09,US,1692519388
142,bandarbeyla,9.4942,50.8122,32.26,47,98,9.83,SO,1692519388
143,puerto ayora,-0.7393,-90.3518,24.19,89,7,2.24,EC,1692519388
144,hammerfest,70.6634,23.6821,9.25,81,100,3.6,NO,1692519388
145,khovd,48.0056,91.6419,22.6,23,0,3.97,MN,1692519388
146,cedeira,43.6797,-8.0209,19.44,79,16,1.71,ES,1692519388
147,kenai,60.5544,-151.2583,13.38,84,0,5.14,US,1692519389
148,conde,-7.2597,-34.9075,22.7,100,100,1.03,BR,1692519119
149,avarua,-21.2078,-159.775,20.03,64,100,1.54,CK,1692519328
150,mukalla,14.5425,49.1242,32.71,60,100,4.77,YE,1692519389
151,taulaga,-11.0553,-171.0883,28.17,77,24,8.44,AS,1692519136
152,walvis bay,-22.9575,14.5053,14.89,62,11,2.94,NA,1692519390
153,balaguer,41.7912,0.8109,29.82,63,3,1.46,ES,1692519390
154,wurtulla,-26.7568,153.1256,16.7,75,0,1.79,AU,1692519390
155,vadso,70.0744,29.7487,10.49,81,75,5.14,NO,1692519390
156,brisas de zicatela,15.8369,-97.0419,25.27,85,62,2.19,MX,1692519390
157,puerto palomas,31.7667,-107.6167,28.78,27,100,8.35,MX,1692519391
158,forster,-32.1667,152.5167,13.49,86,0,2.62,AU,1692519391
159,palmer,42.1584,-72.3287,17.23,82,0,3.09,US,1692519391
160,kapuskasing,49.4169,-82.4331,18.05,88,20,2.06,CA,1692519122
161,taltal,-25.4,-70.4833,18.75,48,0,1.19,CL,1692519391
162,ta`u,-14.2336,-169.5144,27.57,71,73,6.92,AS,1692519391
163,carnarvon,-24.8667,113.6333,22.19,45,0,6.38,AU,1692519118
164,taoudenni,22.6783,-3.9836,35.5,21,6,1.31,ML,1692519392
165,dudinka,69.4058,86.1778,18.68,53,90,5.18,RU,1692519392
166,susuman,62.7833,148.1667,6.74,94,100,1.68,RU,1692519392
167,palikir - national government center,6.9248,158.1611,26.41,94,40,0.0,FM,1692519392
168,hermanus,-34.4187,19.2345,17.11,73,0,3.63,ZA,1692519392
169,baruun-urt,46.6806,113.2792,23.99,33,92,5.15,MN,1692519392
170,lockwood,45.8191,-108.4149,13.56,91,100,3.6,US,1692519189
171,kodiak,57.79,-152.4072,10.57,88,36,2.7,US,1692519393
172,hamilton,39.1834,-84.5333,19.47,88,0,2.57,US,1692518959
173,isangel,-19.55,169.2667,21.2,76,22,7.52,VU,1692519393
174,ancud,-41.8697,-73.8203,9.72,95,85,2.28,CL,1692519393
175,nyurba,63.2842,118.3319,21.14,33,48,5.01,RU,1692519393
176,aasiaat,68.7098,-52.8699,5.69,93,100,8.22,GL,1692519394
177,rikaze,29.25,88.8833,23.93,31,58,1.37,CN,1692519394
178,rufino,-34.2683,-62.7126,6.32,87,100,3.17,AR,1692519394
179,darzab,35.9774,65.3783,30.94,12,0,5.29,AF,1692519394
180,geraldton,-28.7667,114.6,19.23,72,40,6.69,AU,1692519180
181,alausi,-2.2,-78.8333,8.3,83,22,1.94,EC,1692519394
182,weno,7.4515,151.8468,28.7,73,66,3.14,FM,1692519394
183,san rafael del yuma,18.4299,-68.6739,28.76,85,0,5.56,DO,1692519395
184,sisimiut,66.9395,-53.6735,9.03,85,100,4.57,GL,1692519395
185,queensdale,-31.871,26.9786,15.66,18,0,1.52,ZA,1692519395
186,pontianak,-0.0333,109.3333,32.99,52,75,5.66,ID,1692519395
187,iskateley,67.6803,53.1512,5.71,95,100,8.36,RU,1692519395
188,sabang,5.8933,95.3214,28.46,76,100,8.55,ID,1692519395
189,yerofey pavlovich,53.9667,121.9667,16.13,62,100,2.22,RU,1692519395
190,el matama,16.7095,33.3565,37.4,29,17,6.1,SD,1692519396
191,yambio,4.5721,28.3955,29.25,56,0,1.54,SS,1692519396
192,tadmur,34.5608,38.2805,37.32,20,0,5.4,SY,1692519396
193,kapa'a,22.0752,-159.319,27.18,85,40,6.17,US,1692519396
194,thunder bay,48.4001,-89.3168,18.99,72,0,2.57,CA,1692519373
195,the bottom,17.6259,-63.2492,26.31,82,48,11.89,BQ,1692519396
196,kudepsta,43.4944,39.8964,30.04,62,0,4.02,RU,1692519397
197,ji'an,27.1172,114.9793,33.26,56,90,0.94,CN,1692519397
198,la passe,45.5549,-0.8967,25.13,50,5,4.42,FR,1692519397
199,timbuktu,16.7735,-3.0074,32.47,43,68,5.71,ML,1692519397
200,barras,-4.2444,-42.2944,20.26,95,1,0.79,BR,1692519397
201,leava,-14.3,-178.1667,27.99,82,100,6.2,WF,1692519397
202,vilyuchinsk,52.9306,158.4028,19.15,87,2,1.88,RU,1692519398
203,novohrad-volynskyi,50.5941,27.6165,28.48,35,18,2.11,UA,1692519398
204,papatowai,-46.5619,169.4708,7.61,87,87,4.96,NZ,1692519398
205,maues,-3.3836,-57.7186,23.61,59,11,1.33,BR,1692519211
206,puerto baquerizo moreno,-0.9,-89.6,23.21,76,24,3.9,EC,1692519398
207,koyulhisar,40.3025,37.8311,27.26,31,0,1.11,TR,1692519398
208,shakhtinsk,49.71,72.5872,30.39,22,33,4.47,KZ,1692519398
209,verdal,63.7933,11.4817,19.02,77,100,2.3,NO,1692519399
210,guaxupe,-21.3053,-46.7128,14.21,82,15,0.86,BR,1692519253
211,lorengau,-2.0226,147.2712,26.66,82,99,6.07,PG,1692519399
212,sinop,41.7711,34.8709,23.24,33,0,3.17,TR,1692519399
213,sabha,27.0377,14.4283,31.72,24,0,3.51,LY,1692519399
214,bayanhongor,46.7167,100.1167,16.53,26,89,6.74,MN,1692519399
215,vrsac,45.1167,21.3036,31.14,65,0,0.0,RS,1692519399
216,nar'yan-mar,67.6713,53.087,5.76,95,100,8.43,RU,1692519400
217,badger,64.8,-147.5333,11.1,86,100,1.54,US,1692519400
218,ishikawa,26.4233,127.8214,31.86,72,40,4.02,JP,1692519400
219,isafjordur,66.0755,-23.124,10.02,81,40,7.2,IS,1692519400
220,magdagachi,53.45,125.8,23.51,34,18,3.12,RU,1692519400
221,ambovombe,-25.1667,46.0833,22.88,60,10,3.28,MG,1692519400
222,aripuana,-9.1667,-60.6333,22.65,56,88,0.85,BR,1692519400
223,cam ranh,11.9214,109.1591,33.98,52,20,4.63,VN,1692519401
224,uturoa,-16.7333,-151.4333,25.78,77,6,3.66,PF,1692519401
225,santa terezinha,-29.9002,-50.0904,12.72,74,77,2.32,BR,1692519401
226,novyy urengoy,66.0833,76.6333,9.34,85,100,6.33,RU,1692519401
227,an nuhud,12.7,28.4333,30.31,48,83,4.43,SD,1692519401
228,hadibu,12.65,54.0333,29.38,64,82,9.3,YE,1692519401
229,carbonear,47.7332,-53.2148,17.86,96,100,4.22,CA,1692519402
230,argo,37.6333,22.7333,29.88,29,0,6.54,GR,1692519402
231,diawara,15.022,-12.5437,26.77,78,69,3.99,SN,1692519402
232,montehermoso,40.0437,-6.3389,27.14,54,74,0.73,ES,1692519402
233,tazovsky,67.4667,78.7,12.67,81,100,5.21,RU,1692519402
234,sal rei,16.1833,-22.9167,26.11,83,20,3.09,CV,1692519402
235,alenquer,-1.9417,-54.7383,23.82,63,69,1.75,BR,1692519128
236,bhudgaon,16.9,74.6,29.41,54,80,8.31,IN,1692519403
237,turpan,42.9333,89.1667,39.84,9,0,1.41,CN,1692519403
238,keflavik,64.0049,-22.5624,11.95,87,0,7.72,IS,1692519403
239,barra de santo antonio,-9.4047,-35.5072,22.6,86,82,0.53,BR,1692519403
240,broome,42.2506,-75.833,14.21,93,0,2.06,US,1692519403
241,new norfolk,-42.7826,147.0587,14.72,84,100,1.45,AU,1692519403
242,yuzhno-kurilsk,44.0306,145.8556,19.89,99,99,1.32,RU,1692519404
243,broken hill,-31.95,141.4333,17.78,49,30,3.1,AU,1692519404
244,xining,36.6167,101.7667,25.25,38,63,4.53,CN,1692519404
245,sao joao da barra,-21.6403,-41.0511,21.27,88,100,6.81,BR,1692519404
246,ambanja,-13.6833,48.45,29.68,52,0,2.28,MG,1692519404
247,remontnoye,46.5614,43.6501,35.37,14,0,3.65,RU,1692519404
248,miles city,46.4083,-105.8406,13.54,88,100,3.6,US,1692519189
249,sorsk,54.0033,90.2467,12.46,91,100,2.16,RU,1692519405
250,olinda,-8.0089,-34.8553,22.85,100,100,1.54,BR,1692519405
251,ylitornio,66.3089,23.6773,16.41,61,0,2.38,FI,1692519405
252,holualoa,19.6228,-155.9522,24.91,89,0,2.24,US,1692519405
253,acarau,-2.8856,-40.12,24.13,87,0,6.14,BR,1692519303
254,princeville,45.7668,-61.2985,19.62,95,20,3.09,CA,1692519405
255,alvaraes,-3.2208,-64.8042,23.88,79,10,1.01,BR,1692519406
256,tidjikja,18.5564,-11.4271,28.4,55,100,6.12,MR,1692519406
257,kiama,-34.6833,150.8667,16.99,70,2,1.34,AU,1692519406
258,port moresby,-9.4431,147.1797,25.68,65,40,10.29,PG,1692519406
259,al fuwayliq,26.4432,43.2534,41.49,8,2,5.96,SA,1692519406
260,tabas,33.5959,56.9244,36.43,9,3,1.73,IR,1692519406
261,buncrana,55.1333,-7.45,16.87,81,100,6.72,IE,1692519406
262,illizi,26.4833,8.4667,33.89,14,41,6.79,DZ,1692519407
263,chaozhou,23.6651,116.6379,26.92,83,100,0.99,CN,1692519407
264,ola,59.5833,151.2833,13.33,90,100,6.95,RU,1692519407
265,revda,56.801,59.9303,20.22,42,87,0.99,RU,1692519407
266,peace river,56.2501,-117.286,9.17,93,0,1.54,CA,1692519370
267,the pas,53.8251,-101.2541,12.01,82,75,4.63,CA,1692519407
268,weining,26.85,104.2333,21.46,72,100,3.06,CN,1692519407
269,crane,31.3974,-102.3501,26.72,36,0,4.36,US,1692519408
270,sinabang,2.4803,96.3801,28.66,70,96,1.81,ID,1692519408
271,vila franca do campo,37.7167,-25.4333,23.23,79,48,1.83,PT,1692519408
272,akureyri,65.6835,-18.0878,9.96,87,100,3.09,IS,1692519408
273,poso,-1.3959,120.7524,29.1,62,8,2.32,ID,1692519408
274,blacksburg,37.2296,-80.4139,15.85,96,0,0.0,US,1692519408
275,general roca,-39.0333,-67.5833,4.1,89,100,3.71,AR,1692519408
276,murghob,38.1702,73.9667,19.77,17,1,3.48,TJ,1692519409
277,bardai,11.65,7.2333,22.09,91,100,3.13,NG,1692519409
278,pimentel,-6.8367,-79.9342,21.16,83,0,4.63,PE,1692519409
279,winnemucca,40.973,-117.7357,22.03,28,40,1.54,US,1692519409
280,rongelap,11.1635,166.8941,28.72,78,61,7.45,MH,1692519409
281,guixi,28.2886,117.2133,32.71,58,36,1.1,CN,1692519409
282,rio novo,-21.4575,-43.1253,17.8,91,92,1.67,BR,1692519409
283,berezovyy,51.6667,135.7,25.76,43,29,4.11,RU,1692519141
284,tan-tan,28.438,-11.1032,22.97,94,40,4.63,MA,1692519410
285,lubango,-14.9172,13.4925,24.24,17,1,2.56,AO,1692519410
286,remire-montjoly,4.9167,-52.2667,24.02,94,0,1.54,GF,1692519410
287,sabzevar,36.2126,57.6819,33.6,18,0,4.12,IR,1692519410
288,monaco,43.7314,7.419,35.25,43,0,2.06,MC,1692519410
289,klyuchi,52.2667,79.1667,28.27,39,50,4.79,RU,1692519410
290,santa elena de uairen,4.6167,-61.1333,19.77,91,91,1.45,VE,1692519411
291,pandan,14.0453,124.1694,29.48,72,82,2.29,PH,1692519411
292,beloyarskiy,63.7119,66.6722,15.16,53,71,3.63,RU,1692519411
293,tuy hoa,13.0833,109.3,30.12,69,98,4.02,VN,1692519411
294,laguna,38.421,-121.4238,25.81,57,0,3.09,US,1692519411
295,mar del plata,-38.0023,-57.5575,7.83,88,80,4.02,AR,1692519201
296,ailuk,10.2197,169.9797,28.61,79,80,7.4,MH,1692519412
297,okhotsk,59.3833,143.3,14.73,93,100,3.21,RU,1692519412
298,simrishamn,55.5565,14.3504,18.53,96,100,0.66,SE,1692519412
299,kidal,18.4411,1.4078,34.71,27,29,5.86,ML,1692519412
300,kingston,17.997,-76.7936,28.53,86,20,2.57,JM,1692519163
301,miyako,39.6367,141.9525,27.72,89,55,1.9,JP,1692519412
302,hanzhong,33.0728,107.0303,22.05,92,99,0.39,CN,1692519412
303,pyin oo lwin,22.0333,96.4667,25.04,81,100,1.73,MM,1692519413
304,kodinar,20.7903,70.7031,28.04,73,84,6.41,IN,1692519413
305,jinxiang,27.4327,120.6062,27.69,82,100,2.86,CN,1692519413
306,rio preto da eva,-2.6994,-59.6997,24.25,66,98,1.25,BR,1692519413
307,napier,-39.4833,176.9167,11.27,90,100,0.45,NZ,1692519156
308,mandalgovi,45.7625,106.2708,21.99,31,64,6.48,MN,1692519413
309,bac lieu,9.285,105.7244,29.49,71,98,6.57,VN,1692519414
310,termas de rio hondo,-27.4998,-64.8604,14.39,64,80,0.59,AR,1692519414
311,esperanza,19.5847,-70.9849,24.32,93,97,1.34,DO,1692519414
312,puerto aysen,-45.4,-72.7,1.36,98,100,0.9,CL,1692519414
313,tazacorte,28.629,-17.9293,24.54,83,20,5.66,ES,1692519414
314,asilah,35.465,-6.0348,28.98,44,100,1.6,MA,1692519414
315,ampanihy,-24.7,44.75,24.45,41,0,2.45,MG,1692519415
316,quellon,-43.1167,-73.6167,8.14,100,100,3.6,CL,1692519415
317,stargard,53.3367,15.0499,23.21,64,1,2.64,PL,1692519415
318,les sables-d'olonne,46.6667,-1.8333,22.44,57,51,2.83,FR,1692519415
319,codrington,-38.2667,141.9667,12.4,92,100,3.1,AU,1692519415
320,saldanha,-33.0117,17.9442,12.03,82,25,7.87,ZA,1692519415
321,ribeira brava,32.65,-17.0667,27.62,54,94,2.51,PT,1692519415
322,meulaboh,4.1363,96.1285,28.88,70,43,2.64,ID,1692519416
323,lebu,-37.6167,-73.65,12.26,98,100,4.08,CL,1692519416
324,yemetsk,63.4721,41.7941,12.02,66,100,2.47,RU,1692519416
325,igarka,67.4667,86.5833,16.72,72,92,5.09,RU,1692519416
326,tianfu,37.1936,122.0511,27.11,76,100,3.33,CN,1692519416
327,port mathurin,-19.6833,63.4167,23.03,74,2,6.64,MU,1692519416
328,vorkuta,67.5,64.0,9.84,71,98,5.84,RU,1692519416
329,east london,-33.0153,27.9116,19.52,55,0,1.54,ZA,1692519417
330,al bawiti,28.3492,28.8659,31.62,33,0,5.24,EG,1692519417
331,maracaju,-21.6144,-55.1683,17.52,95,1,2.04,BR,1692519201
332,aldan,58.6031,125.3894,13.31,87,100,4.42,RU,1692519417
333,port shepstone,-30.7414,30.455,19.8,66,0,2.83,ZA,1692519417
334,kupang,-10.1667,123.5833,27.6,60,100,2.72,ID,1692519417
335,kayangel,8.0823,134.7173,25.17,91,100,6.61,PW,1692519418
336,minas de marcona,-15.2119,-75.1103,11.33,86,84,4.39,PE,1692519418
337,nelson bay,-32.7167,152.15,17.22,82,0,3.13,AU,1692519418
338,guarapari,-20.6667,-40.4975,20.88,85,100,1.76,BR,1692519341
339,dul'durga,50.6761,113.5931,21.6,28,36,6.49,RU,1692519418
340,lata,40.1629,-8.3327,23.84,84,100,1.41,PT,1692519418
341,la'ie,21.6477,-157.9253,25.98,74,3,5.3,US,1692519418
342,al kharijah,25.4514,30.5464,34.95,26,0,8.34,EG,1692519419
343,emerald,-23.5333,148.1667,22.21,15,0,3.44,AU,1692519419
344,waingapu,-9.6567,120.2641,27.99,55,34,8.64,ID,1692519419
345,gunnedah,-30.9833,150.25,14.05,57,0,3.01,AU,1692519419
346,cabo san lucas,22.8909,-109.9124,27.51,86,100,2.24,MX,1692519384
347,boca suno,-0.7167,-77.1333,21.21,98,81,0.74,EC,1692519420
348,balakhta,55.38,91.6,14.94,80,99,0.67,RU,1692519420
349,dedza,-14.3779,34.3332,22.04,35,0,2.94,MW,1692519420
350,udachny,66.4167,112.4,19.14,29,100,9.06,RU,1692519420
351,tavares,28.8042,-81.7256,26.76,91,20,2.06,US,1692519420
352,glace bay,46.1969,-59.957,18.32,96,75,2.06,CA,1692519421
353,jonquiere,48.4165,-71.2488,14.1,95,6,0.17,CA,1692519421
354,shimoda,34.6667,138.95,30.2,77,4,2.89,JP,1692519421
355,orange beach,30.2944,-87.5736,28.33,69,0,1.54,US,1692519421
356,cruz alta,-28.6386,-53.6064,9.36,93,55,3.19,BR,1692519421
357,lugazi,0.3772,32.9197,29.06,38,49,2.44,UG,1692519422
358,petauke,-14.2426,31.3253,27.5,25,0,3.78,ZM,1692519422
359,yeppoon,-23.1333,150.7333,19.88,55,0,3.5,AU,1692519422
360,danville,36.586,-79.395,16.3,93,0,0.0,US,1692519422
361,cidreira,-30.1811,-50.2056,12.05,72,46,1.75,BR,1692519182
362,san jose de jachal,-30.2406,-68.7469,18.97,14,96,8.99,AR,1692519422
363,guamal,9.1433,-74.2238,24.22,97,100,0.62,CO,1692519423
364,juticalpa,14.65,-86.2,21.03,94,33,1.11,HN,1692519423
365,stephenville,32.2207,-98.2023,29.31,39,0,0.0,US,1692519423
366,awjilah,29.1081,21.2869,29.94,48,0,4.01,LY,1692519424
